athlete_id,full_name,sex,birth_year,height,weight,score,date_valid_from,date_valid_to,status,sid
16092,Brodie Buckland,M,1984,196.0,98.0,4,2022-06-11 00:00:00,9999-12-31,1,4473
16094,"Nicholas Frederick ""Nick"" Buckland",M,1990,182.0,76.0,2,2022-06-11 00:00:00,9999-12-31,1,4474
16096,Stphane Buckland,M,1977,172.0,70.0,3,2022-06-11 00:00:00,9999-12-31,1,4475
16099,Delron Sebastian Buckley,M,1978,170.0,80.0,3,2022-06-11 00:00:00,9999-12-31,1,4476
16102,Markino Buckley,M,1986,191.0,79.0,3,2022-06-11 00:00:00,9999-12-31,1,4477
16103,Mathew Buckley,M,1973,186.0,86.0,4,2022-06-11 00:00:00,9999-12-31,1,4478
16105,Zoe Buckman,F,1989,168.0,50.0,2,2022-06-11 00:00:00,9999-12-31,1,4479
16110,Shea Martin Buckner,M,1987,196.0,105.0,2,2022-06-11 00:00:00,9999-12-31,1,4480
16115,Ion Bucsa,M,1969,169.0,65.0,1,2022-06-11 00:00:00,9999-12-31,1,4481
16116,Anastasia Winchester Bucsis,F,1990,178.0,67.0,3,2022-06-11 00:00:00,9999-12-31,1,4482
16117,Adrian Bucur,M,1985,170.0,65.0,1,2022-06-11 00:00:00,9999-12-31,1,4483
16127,Peter Budaj,M,1983,185.0,91.0,5,2022-06-11 00:00:00,9999-12-31,1,4484
16131,Attila Buday,M,1974,180.0,78.0,4,2022-06-11 00:00:00,9999-12-31,1,4485
16134,Tamas Buday, Jr.,M,1976,175.0,72.0,1,2022-06-11 00:00:00,9999-12-31,1,4486
16147,Oliver-Sven Buder,M,1966,200.0,130.0,3,2022-06-11 00:00:00,9999-12-31,1,4487
16150,Sigit Budiarto,M,1976,173.0,64.0,4,2022-06-11 00:00:00,9999-12-31,1,4488
16157,Yelena Mikhaylovna Budnik,F,1976,173.0,63.0,1,2022-06-11 00:00:00,9999-12-31,1,4489
16162,Aleksei Budlin,M,1976,177.0,81.0,2,2022-06-11 00:00:00,9999-12-31,1,4490
16167,Serhiy Volodymyrovych Budza,M,1985,180.0,75.0,1,2022-06-11 00:00:00,9999-12-31,1,4491
16173,Rachel Marie Buehler (-Van Hollebeke),F,1986,165.0,65.0,4,2022-06-11 00:00:00,9999-12-31,1,4492
16180,Eduardo Buenavista,M,1980,152.0,62.0,4,2022-06-11 00:00:00,9999-12-31,1,4493
16190,Oliver Buff,M,1993,176.0,68.0,1,2022-06-11 00:00:00,9999-12-31,1,4494
16193,Romain Buffet,M,1985,192.0,90.0,2,2022-06-11 00:00:00,9999-12-31,1,4495
16199,Tonja Yvette Buford-Bailey,F,1971,176.0,62.0,2,2022-06-11 00:00:00,9999-12-31,1,4496
16200,Naser Buftain,M,1980,179.0,58.0,3,2022-06-11 00:00:00,9999-12-31,1,4497
16201,Konstantin Buga,M,1985,181.0,77.0,4,2022-06-11 00:00:00,9999-12-31,1,4498
16205,Danil Bugakov,M,1988,188.0,69.0,2,2022-06-11 00:00:00,9999-12-31,1,4499
16206,Mariya Bugakova,F,1985,169.0,53.0,1,2022-06-11 00:00:00,9999-12-31,1,4500
16215,Rachel Bugg,F,1989,159.0,56.0,1,2022-06-11 00:00:00,9999-12-31,1,4501
16220,Susan Bugliarello,F,1976,165.0,65.0,5,2022-06-11 00:00:00,9999-12-31,1,4502
16223,Abdul Buhari,M,1982,192.0,125.0,1,2022-06-11 00:00:00,9999-12-31,1,4503
16232,Christoph Bhler,M,1974,187.0,75.0,1,2022-06-11 00:00:00,9999-12-31,1,4504
16237,Matthias Bhler,M,1987,189.0,78.0,2,2022-06-11 00:00:00,9999-12-31,1,4505
16241,"Gabriele ""Gaby"" Bhlmann",F,1964,162.0,57.0,1,2022-06-11 00:00:00,9999-12-31,1,4506
16243,Marco Bhrer,M,1980,178.0,82.0,2,2022-06-11 00:00:00,9999-12-31,1,4507
16249,Kim Bui,F,1989,155.0,49.0,1,2022-06-11 00:00:00,9999-12-31,1,4508
16250,Marco Bui,M,1978,175.0,65.0,3,2022-06-11 00:00:00,9999-12-31,1,4509
16252,Ovidiu Buidoso,M,1987,177.0,,1,2022-06-11 00:00:00,9999-12-31,1,4510
16258,Marion Buillet,F,1991,170.0,56.0,3,2022-06-11 00:00:00,9999-12-31,1,4511
16259,Tihomir Buinjac,M,1974,188.0,84.0,2,2022-06-11 00:00:00,9999-12-31,1,4512
16263,Marion Buisson,F,1988,176.0,60.0,4,2022-06-11 00:00:00,9999-12-31,1,4513
16276,Alexandra Bujdoso,F,1990,166.0,53.0,3,2022-06-11 00:00:00,9999-12-31,1,4514
16279,Cristina Ioana Bujin,F,1988,172.0,56.0,5,2022-06-11 00:00:00,9999-12-31,1,4515
16280,Barbara Bujka,F,1987,172.0,82.0,1,2022-06-11 00:00:00,9999-12-31,1,4516
16294,Nikolay Petkov Bukhalov,M,1967,187.0,93.0,3,2022-06-11 00:00:00,9999-12-31,1,4517
16295,Spas Bukhalov,M,1981,186.0,90.0,3,2022-06-11 00:00:00,9999-12-31,1,4518
16307,Dorota Bukowska (-Roek, -Szwichtenberg),F,1972,185.0,80.0,4,2022-06-11 00:00:00,9999-12-31,1,4519
16313,Sergey Anatolyevich Bukreyev,M,1976,183.0,72.0,4,2022-06-11 00:00:00,9999-12-31,1,4520
16316,Jaroslava Bukvajov,F,1976,183.0,64.0,1,2022-06-11 00:00:00,9999-12-31,1,4521
16318,Ivan Bulaja,M,1978,173.0,72.0,3,2022-06-11 00:00:00,9999-12-31,1,4522
16319,Toni Bulaja,M,1974,164.0,60.0,1,2022-06-11 00:00:00,9999-12-31,1,4523
16320,Mariya Alekseyevna Bulakhova,F,1989,170.0,51.0,3,2022-06-11 00:00:00,9999-12-31,1,4524
16330,Anela Bulatovi,F,1987,175.0,67.0,5,2022-06-11 00:00:00,9999-12-31,1,4525
16331,Ivana Bulatovi,F,1995,178.0,68.0,5,2022-06-11 00:00:00,9999-12-31,1,4526
16332,Katarina Bulatovi,F,1985,186.0,71.0,1,2022-06-11 00:00:00,9999-12-31,1,4527
16334,Lerma Elmira Bulauitan-Gabito,F,1975,163.0,53.0,3,2022-06-11 00:00:00,9999-12-31,1,4528
16342,Anna Vladimirovna Bulgakova,F,1988,173.0,90.0,3,2022-06-11 00:00:00,9999-12-31,1,4529
16352,Makelesi Bulikiobo-Batimala,F,1978,181.0,65.0,1,2022-06-11 00:00:00,9999-12-31,1,4530
16353,Diana Laura Bulimar,F,1996,140.0,,3,2022-06-11 00:00:00,9999-12-31,1,4531
16356,Martin Bul,M,1969,186.0,94.0,4,2022-06-11 00:00:00,9999-12-31,1,4532
16357,Jan Bulis,M,1979,186.0,92.0,1,2022-06-11 00:00:00,9999-12-31,1,4533
16358,Nenad Buljan,M,1978,183.0,73.0,1,2022-06-11 00:00:00,9999-12-31,1,4534
16359,Ivan Buljubai,M,1988,198.0,108.0,1,2022-06-11 00:00:00,9999-12-31,1,4535
16361,Mark Bulkeley,M,1979,191.0,87.0,3,2022-06-11 00:00:00,9999-12-31,1,4536
16374,Wibke Blle,F,1970,180.0,71.0,4,2022-06-11 00:00:00,9999-12-31,1,4537
16381,Massimo Bulleri,M,1978,188.0,82.0,3,2022-06-11 00:00:00,9999-12-31,1,4538
16390,Nicole Bullo,F,1988,160.0,56.0,2,2022-06-11 00:00:00,9999-12-31,1,4539
16392,Eryn Bulmer (-Barrett),F,1976,172.0,59.0,2,2022-06-11 00:00:00,9999-12-31,1,4540
16394,Jos Carlos Bulnes Farias,M,1990,,,4,2022-06-11 00:00:00,9999-12-31,1,4541
16399,Michael Bultheel,M,1986,189.0,81.0,5,2022-06-11 00:00:00,9999-12-31,1,4542
16402,Gamze Bulut,F,1993,166.0,48.0,1,2022-06-11 00:00:00,9999-12-31,1,4543
16404,Agata Bulwa,F,1975,163.0,62.0,5,2022-06-11 00:00:00,9999-12-31,1,4544
16406,Anna Alekseyevna Bulygina (-Frolina),F,1984,166.0,61.0,3,2022-06-11 00:00:00,9999-12-31,1,4545
16410,"Jaap Derk ""Jaap-Derk"" Buma",M,1972,184.0,86.0,4,2022-06-11 00:00:00,9999-12-31,1,4546
16414,Gunrs Bumbulis,M,1975,178.0,87.0,4,2022-06-11 00:00:00,9999-12-31,1,4547
16417,Elen Rafaelovna Bunatyants-Shakirova,F,1970,190.0,86.0,5,2022-06-11 00:00:00,9999-12-31,1,4548
16420,Aleksandar Bundalo,M,1990,205.0,109.0,3,2022-06-11 00:00:00,9999-12-31,1,4549
16421,Yehya Bundhun,M,1965,175.0,72.0,5,2022-06-11 00:00:00,9999-12-31,1,4550
16422,Gion-Andrea Bundi,M,1977,177.0,69.0,4,2022-06-11 00:00:00,9999-12-31,1,4551
16424,Darren Bundock,M,1971,180.0,70.0,1,2022-06-11 00:00:00,9999-12-31,1,4552
16427,Leonard Bundu,M,1975,170.0,67.0,4,2022-06-11 00:00:00,9999-12-31,1,4553
16429,Roman Stepanovych Bundz,M,1970,178.0,81.0,1,2022-06-11 00:00:00,9999-12-31,1,4554
16430,Wilfred Kipkemboi Bungei,M,1980,172.0,60.0,4,2022-06-11 00:00:00,9999-12-31,1,4555
16431,Galle Buniet,F,1978,178.0,69.0,4,2022-06-11 00:00:00,9999-12-31,1,4556
16432,Andrea Bunjes,F,1976,175.0,87.0,4,2022-06-11 00:00:00,9999-12-31,1,4557
16435,Pongsiree Bunluewong,M,1985,175.0,65.0,4,2022-06-11 00:00:00,9999-12-31,1,4558
16436,Olivia Bunn (-Skellern),F,1979,176.0,63.0,2,2022-06-11 00:00:00,9999-12-31,1,4559
16439,Pramsiri Bunphithak,F,1984,149.0,48.0,5,2022-06-11 00:00:00,9999-12-31,1,4560
16445,Denis Bunti,M,1983,,,5,2022-06-11 00:00:00,9999-12-31,1,4561
16446,Craig Buntin,M,1981,178.0,,5,2022-06-11 00:00:00,9999-12-31,1,4562
16449,Diego Mario Buonanotte Rende,M,1988,160.0,49.0,5,2022-06-11 00:00:00,9999-12-31,1,4563
16453,Fabrizio Buonocore,M,1977,186.0,85.0,1,2022-06-11 00:00:00,9999-12-31,1,4564
16458,Hans Petter Buraas,M,1976,190.0,90.0,2,2022-06-11 00:00:00,9999-12-31,1,4565
16463,Pavel Bur,M,1973,166.0,79.0,3,2022-06-11 00:00:00,9999-12-31,1,4566
16468,Svetlana Buravova (-Khapsalis),F,1973,186.0,63.0,2,2022-06-11 00:00:00,9999-12-31,1,4567
16469,Viktor Mikhaylovich Burayev,M,1983,178.0,61.0,4,2022-06-11 00:00:00,9999-12-31,1,4568
16472,Roy-Allan Saul Burch,M,1986,185.0,77.0,1,2022-06-11 00:00:00,9999-12-31,1,4569
16475,Aleksandra Vasilevna Burchenkova,F,1989,172.0,67.0,2,2022-06-11 00:00:00,9999-12-31,1,4570
16479,Caroline Stillwell Burckle,F,1986,174.0,62.0,1,2022-06-11 00:00:00,9999-12-31,1,4571
16480,Christopher Clark Burckle, Jr.,M,1988,183.0,89.0,2,2022-06-11 00:00:00,9999-12-31,1,4572
16485,Mikoaj Piotr Burda,M,1982,192.0,98.0,3,2022-06-11 00:00:00,9999-12-31,1,4573
16486,Vlastimil Burda,M,1976,200.0,97.0,2,2022-06-11 00:00:00,9999-12-31,1,4574
16488,Nataliya Andrivna Burdeina,F,1974,165.0,63.0,4,2022-06-11 00:00:00,9999-12-31,1,4575
16492,Cdric Burdet,M,1975,195.0,98.0,1,2022-06-11 00:00:00,9999-12-31,1,4576
16493,Franoise Burdet,F,1968,167.0,65.0,2,2022-06-11 00:00:00,9999-12-31,1,4577
16497,Nicols Andrs Burdisso,M,1981,182.0,82.0,4,2022-06-11 00:00:00,9999-12-31,1,4578
16498,Nataliya Leonidivna Burdyga,F,1984,167.0,58.0,2,2022-06-11 00:00:00,9999-12-31,1,4579
16499,Pavel Vladimirovich Bure,M,1972,180.0,86.0,1,2022-06-11 00:00:00,9999-12-31,1,4580
16500,Valery Vladimirovich Bure,M,1975,176.0,84.0,3,2022-06-11 00:00:00,9999-12-31,1,4581
16513,Louise Katharina Burgaard Madsen,F,1993,176.0,72.0,3,2022-06-11 00:00:00,9999-12-31,1,4582
16518,Benjamin Burge,M,1980,175.0,74.0,1,2022-06-11 00:00:00,9999-12-31,1,4583
16520,Marcel Brge,M,1972,180.0,88.0,1,2022-06-11 00:00:00,9999-12-31,1,4584
16521,Peter Scott Burge,M,1974,187.0,80.0,2,2022-06-11 00:00:00,9999-12-31,1,4585
16534,Reto Burgermeister,M,1976,176.0,63.0,1,2022-06-11 00:00:00,9999-12-31,1,4586
16536,Nathan Burgers,M,1979,185.0,82.0,3,2022-06-11 00:00:00,9999-12-31,1,4587
16539,Charlotte Burgess,F,1987,173.0,79.0,2,2022-06-11 00:00:00,9999-12-31,1,4588
16543,Paul Geoffrey Burgess,M,1979,183.0,84.0,1,2022-06-11 00:00:00,9999-12-31,1,4589
16543,Paul Geoffrey Burgess,M,1980,183.0,84.0,1,2022-06-11 00:00:00,9999-12-31,1,4590
16547,Simon Peter Burgess,M,1967,178.0,70.0,1,2022-06-11 00:00:00,9999-12-31,1,4591
16547,Simon Peter Burgess,M,1968,178.0,70.0,1,2022-06-11 00:00:00,9999-12-31,1,4592
16556,Michelle Burgher,F,1977,170.0,62.0,2,2022-06-11 00:00:00,9999-12-31,1,4593
16560,Matss Buris,M,1990,189.0,75.0,5,2022-06-11 00:00:00,9999-12-31,1,4594
16563,Urs Brgler,M,1972,192.0,100.0,4,2022-06-11 00:00:00,9999-12-31,1,4595
16568,Ana Burgos Acua,F,1968,163.0,51.0,3,2022-06-11 00:00:00,9999-12-31,1,4596
16571,Lely Berlitt Burgos Ortz,F,1985,153.0,50.0,3,2022-06-11 00:00:00,9999-12-31,1,4597
16572,Renata de Oliveira Burgos,F,1982,169.0,65.0,2,2022-06-11 00:00:00,9999-12-31,1,4598
16574,Ilona Burgrov,F,1984,195.0,87.0,2,2022-06-11 00:00:00,9999-12-31,1,4599
16581,Olena Sviatoslavivna Buriak,F,1988,196.0,90.0,1,2022-06-11 00:00:00,9999-12-31,1,4600
16582,Jitka Burianov,F,1977,174.0,57.0,1,2022-06-11 00:00:00,9999-12-31,1,4601
16583,Andrej Buri,M,1989,188.0,80.0,3,2022-06-11 00:00:00,9999-12-31,1,4602
16584,Damir Buri,M,1981,205.0,115.0,1,2022-06-11 00:00:00,9999-12-31,1,4603
16588,Arnaud Burille,M,1989,180.0,68.0,3,2022-06-11 00:00:00,9999-12-31,1,4604
16589,Tatyana Ivanovna Burina,F,1981,163.0,68.0,2,2022-06-11 00:00:00,9999-12-31,1,4605
16592,Gelete Burka Bati,F,1986,160.0,43.0,1,2022-06-11 00:00:00,9999-12-31,1,4606
16597,Claudia Ins Burkart,F,1980,165.0,68.0,3,2022-06-11 00:00:00,9999-12-31,1,4607
16603,"Daniel ""Dan"" Burke",M,1974,193.0,93.0,5,2022-06-11 00:00:00,9999-12-31,1,4608
16614,Steven James Burke,M,1988,183.0,78.0,1,2022-06-11 00:00:00,9999-12-31,1,4609
16615,"Timothy John ""Tim"" Burke",M,1982,180.0,73.0,2,2022-06-11 00:00:00,9999-12-31,1,4610
16617,Daniil Sergeyevich Burkenya,M,1978,198.0,85.0,4,2022-06-11 00:00:00,9999-12-31,1,4611
16629,Olena Ivanivna Burkovska,F,1982,158.0,50.0,2,2022-06-11 00:00:00,9999-12-31,1,4612
16635,Giovanna Burlando,F,1970,172.0,60.0,4,2022-06-11 00:00:00,9999-12-31,1,4613
16645,Peter Burling,M,1991,186.0,82.0,3,2022-06-11 00:00:00,9999-12-31,1,4614
16646,"Yevgeniya Gennadyevna ""Yenia"" Burlo",F,1988,170.0,47.0,3,2022-06-11 00:00:00,9999-12-31,1,4615
16647,Dmitry Valeryevich Burmakin,M,1981,173.0,52.0,3,2022-06-11 00:00:00,9999-12-31,1,4616
16654,Moss James Burmester,M,1981,182.0,83.0,2,2022-06-11 00:00:00,9999-12-31,1,4617
16656,Hanna Viktorivna Burmistrova,F,1977,182.0,73.0,3,2022-06-11 00:00:00,9999-12-31,1,4618
16657,Kateryna Volodymyrivna Burmistrova,F,1980,170.0,75.0,5,2022-06-11 00:00:00,9999-12-31,1,4619
16671,"John David ""J. D."" Burnes",M,1988,178.0,78.0,3,2022-06-11 00:00:00,9999-12-31,1,4620
16674,Derek Burnett,M,1971,178.0,87.0,2,2022-06-11 00:00:00,9999-12-31,1,4621
16675,Gabriel Randolph Burnett,M,1976,170.0,73.0,5,2022-06-11 00:00:00,9999-12-31,1,4622
16678,Jason Nicholas Burnett,M,1987,165.0,68.0,1,2022-06-11 00:00:00,9999-12-31,1,4623
16679,Marian Joan Burnett,F,1976,162.0,52.0,3,2022-06-11 00:00:00,9999-12-31,1,4624
16681,Simon Andrew Burnett,M,1983,189.0,83.0,4,2022-06-11 00:00:00,9999-12-31,1,4625
16685,Kevin Lobdell Burnham,M,1957,185.0,70.0,5,2022-06-11 00:00:00,9999-12-31,1,4626
16688,Alayna Louise Burns,F,1980,160.0,58.0,2,2022-06-11 00:00:00,9999-12-31,1,4627
16696,Lauren Chantel Burns (-Muller),F,1974,165.0,49.0,3,2022-06-11 00:00:00,9999-12-31,1,4628
16698,Marc Burns,M,1983,183.0,91.0,3,2022-06-11 00:00:00,9999-12-31,1,4629
16704,Adrian Mark Burnside,M,1977,193.0,100.0,2,2022-06-11 00:00:00,9999-12-31,1,4630
16712,Boris Alexandrovich Burov,M,1970,178.0,94.0,2,2022-06-11 00:00:00,9999-12-31,1,4631
16713,Ilya Alekseyevich Burov,M,1992,174.0,76.0,2,2022-06-11 00:00:00,9999-12-31,1,4632
16714,Olga Mikhaylovna Burova-Chernyavskaya (Davydova-),F,1964,184.0,90.0,2,2022-06-11 00:00:00,9999-12-31,1,4633
16720,Dawn C. Burrell,F,1974,176.0,58.0,2,2022-06-11 00:00:00,9999-12-31,1,4634
16723,Shelia R. Burrell,F,1972,173.0,64.0,1,2022-06-11 00:00:00,9999-12-31,1,4635
16733,Jordan Ernest Burroughs,M,1988,171.0,79.0,1,2022-06-11 00:00:00,9999-12-31,1,4636
16734,Sean Patrick Burroughs,M,1980,188.0,91.0,3,2022-06-11 00:00:00,9999-12-31,1,4637
16738,David Burrows,M,1977,193.0,96.0,4,2022-06-11 00:00:00,9999-12-31,1,4638
16739,Elvis Vereance Burrows,M,1989,183.0,82.0,3,2022-06-11 00:00:00,9999-12-31,1,4639
16742,"Phillip Ross ""Phil"" Burrows",M,1980,182.0,78.0,5,2022-06-11 00:00:00,9999-12-31,1,4640
16745,Ivana Bursov,F,1977,167.0,55.0,2,2022-06-11 00:00:00,9999-12-31,1,4641
16750,Olia Burtaev,F,1995,170.0,,2,2022-06-11 00:00:00,9999-12-31,1,4642
16753,Raphal Burtin,M,1977,175.0,75.0,1,2022-06-11 00:00:00,9999-12-31,1,4643
16755,Adam Burton,M,1972,177.0,85.0,1,2022-06-11 00:00:00,9999-12-31,1,4644
16756,Andrew Burton,M,1975,184.0,89.0,4,2022-06-11 00:00:00,9999-12-31,1,4645
16758,Charles P. Burton,M,1974,175.0,85.0,2,2022-06-11 00:00:00,9999-12-31,1,4646
16759,Christopher Burton,M,1982,180.0,70.0,2,2022-06-11 00:00:00,9999-12-31,1,4647
16760,Euan Burton,M,1979,182.0,81.0,4,2022-06-11 00:00:00,9999-12-31,1,4648
16772,"Timothy Joseph ""T. J."" Burton",M,1983,191.0,90.0,3,2022-06-11 00:00:00,9999-12-31,1,4649
16780,Laurent Burtz,M,1973,180.0,67.0,1,2022-06-11 00:00:00,9999-12-31,1,4650
16781,Yelena Nikolayevna Burukhina,F,1978,164.0,57.0,2,2022-06-11 00:00:00,9999-12-31,1,4651
16785,Aleksandr Ivanovich Bury,M,1988,203.0,93.0,4,2022-06-11 00:00:00,9999-12-31,1,4652
16801,Florian Busch,M,1985,185.0,85.0,3,2022-06-11 00:00:00,9999-12-31,1,4653
16802,Franziska Busch,F,1986,163.0,69.0,5,2022-06-11 00:00:00,9999-12-31,1,4654
16809,Yvonne (-Balian) Buschbaum,F,1980,170.0,57.0,1,2022-06-11 00:00:00,9999-12-31,1,4655
16814,Anet-Jacqueline Buschmann,F,1983,180.0,75.0,2,2022-06-11 00:00:00,9999-12-31,1,4656
16816,Antje Buschschulte (-Meeuw),F,1979,186.0,75.0,2,2022-06-11 00:00:00,9999-12-31,1,4657
16819,Frank Busemann,M,1975,191.0,80.0,5,2022-06-11 00:00:00,9999-12-31,1,4658
16832,Wilson Kipkemei Busienei,M,1982,167.0,61.0,3,2022-06-11 00:00:00,9999-12-31,1,4659
16835,Dan Andrei Buil,M,1981,191.0,92.0,4,2022-06-11 00:00:00,9999-12-31,1,4660
16836,"Giuseppe ""Joe"" Busillo",M,1971,186.0,96.0,5,2022-06-11 00:00:00,9999-12-31,1,4661
16842,Vered Buskila,F,1983,180.0,70.0,2,2022-06-11 00:00:00,9999-12-31,1,4662
16843,Andro Bulje,M,1986,200.0,115.0,2,2022-06-11 00:00:00,9999-12-31,1,4663
16844,Yevhen Leonidovych Buslovych,M,1972,168.0,58.0,1,2022-06-11 00:00:00,9999-12-31,1,4664
16846,Alberto Busnari,M,1979,172.0,70.0,4,2022-06-11 00:00:00,9999-12-31,1,4665
16850,Ricardo J. Busquets Healey,M,1975,186.0,82.0,4,2022-06-11 00:00:00,9999-12-31,1,4666
16851,lise Bussaglia,F,1986,163.0,56.0,1,2022-06-11 00:00:00,9999-12-31,1,4667
16859,"Andrew ""Andy"" Bussey",M,1979,187.0,83.0,2,2022-06-11 00:00:00,9999-12-31,1,4668
16862,Patrick Bussler,M,1985,185.0,84.0,4,2022-06-11 00:00:00,9999-12-31,1,4669
16874,Cristin Patricio Bustos Rodrguez,M,1982,165.0,62.0,1,2022-06-11 00:00:00,9999-12-31,1,4670
16875,Crystl Irene Bustos,F,1977,173.0,102.0,5,2022-06-11 00:00:00,9999-12-31,1,4671
16875,Crystl Irene Bustos,F,1978,173.0,102.0,5,2022-06-11 00:00:00,9999-12-31,1,4672
16876,David Bustos Gonzlez,M,1991,182.0,64.0,2,2022-06-11 00:00:00,9999-12-31,1,4673
16879,Esteban Bustos Rodrguez,M,1993,165.0,60.0,5,2022-06-11 00:00:00,9999-12-31,1,4674
16884,Urige Arado Buta,M,1979,180.0,64.0,1,2022-06-11 00:00:00,9999-12-31,1,4675
16891,Chatchai Butdee,M,1985,166.0,52.0,4,2022-06-11 00:00:00,9999-12-31,1,4676
16894,Sven Butenschn,M,1977,193.0,98.0,5,2022-06-11 00:00:00,9999-12-31,1,4677
16905,Olga Butkevych,F,1986,160.0,55.0,1,2022-06-11 00:00:00,9999-12-31,1,4678
16907,Aleksandr Anatolyevich Butko,M,1986,198.0,97.0,2,2022-06-11 00:00:00,9999-12-31,1,4679
16909,Jack Butland,M,1993,195.0,95.0,3,2022-06-11 00:00:00,9999-12-31,1,4680
16914,Dean William Butler,M,1977,172.0,72.0,2,2022-06-11 00:00:00,9999-12-31,1,4681
16916,Fiona Butler,F,1978,163.0,60.0,4,2022-06-11 00:00:00,9999-12-31,1,4682
16924,"Katherine ""Kathy"" Butler",F,1974,174.0,54.0,4,2022-06-11 00:00:00,9999-12-31,1,4683
16925,"Kimberley ""Kim"" Butler",F,1983,189.0,80.0,2,2022-06-11 00:00:00,9999-12-31,1,4684
16936,"Lanee ""Carrie"" Butler-Beashel",F,1970,164.0,56.0,1,2022-06-11 00:00:00,9999-12-31,1,4685
16937,Cory James Butner,M,1982,188.0,102.0,1,2022-06-11 00:00:00,9999-12-31,1,4686
16940,Vitaliy Mykolaiovych Butrym,M,1991,180.0,75.0,5,2022-06-11 00:00:00,9999-12-31,1,4687
16950,Rehan Butt,M,1981,178.0,65.0,1,2022-06-11 00:00:00,9999-12-31,1,4688
16956,Tyler Barbour Butterfield,M,1983,182.0,72.0,1,2022-06-11 00:00:00,9999-12-31,1,4689
16963,"Jeffrey ""Jeff"" Buttle",M,1983,173.0,60.0,2,2022-06-11 00:00:00,9999-12-31,1,4690
16970,"Jennifer ""Jen"" Button",F,1978,163.0,55.0,3,2022-06-11 00:00:00,9999-12-31,1,4691
16974,Matthew Butturini,M,1988,181.0,81.0,4,2022-06-11 00:00:00,9999-12-31,1,4692
16978,Igor Butulija,M,1970,189.0,88.0,4,2022-06-11 00:00:00,9999-12-31,1,4693
16981,Mariya Viktorovna Butyrskaya,F,1973,160.0,49.0,5,2022-06-11 00:00:00,9999-12-31,1,4694
16985,Matthias Buxhofer,M,1974,185.0,70.0,5,2022-06-11 00:00:00,9999-12-31,1,4695
16989,Buyanjavyn Batzorig,M,1983,170.0,66.0,4,2022-06-11 00:00:00,9999-12-31,1,4696
16992,Aleksandr Nikolayevich Buykevich,M,1985,191.0,80.0,3,2022-06-11 00:00:00,9999-12-31,1,4697
16995,Kimberly Buys,F,1989,187.0,75.0,5,2022-06-11 00:00:00,9999-12-31,1,4698
16996,Philip Buys,M,1989,187.0,74.0,1,2022-06-11 00:00:00,9999-12-31,1,4699
16998,Derya Bykuncu,M,1976,190.0,90.0,1,2022-06-11 00:00:00,9999-12-31,1,4700
17003,Olena Romanivna Buzhenko (-Martson),F,1973,170.0,55.0,1,2022-06-11 00:00:00,9999-12-31,1,4701
17004,Paulina Buziak,F,1987,170.0,48.0,3,2022-06-11 00:00:00,9999-12-31,1,4702
17006,Moran Buzovski,F,1992,173.0,56.0,5,2022-06-11 00:00:00,9999-12-31,1,4703
17013,Tatiana Martine Bvegadzi,F,1979,165.0,115.0,5,2022-06-11 00:00:00,9999-12-31,1,4704
17015,Hastings Bwalya,M,1985,168.0,64.0,4,2022-06-11 00:00:00,9999-12-31,1,4705
17018,Lilian Bwalya,F,1975,,,3,2022-06-11 00:00:00,9999-12-31,1,4706
17021,Yelena Aleksandrovna Byalkovskaya,F,1978,179.0,78.0,3,2022-06-11 00:00:00,9999-12-31,1,4707
17025,Byambyn Tvshinbat,M,1987,174.0,69.0,3,2022-06-11 00:00:00,9999-12-31,1,4708
17028,Lene Byberg,F,1983,171.0,56.0,2,2022-06-11 00:00:00,9999-12-31,1,4709
17030,Alexei Yuryevich Bychenko,M,1988,174.0,,3,2022-06-11 00:00:00,9999-12-31,1,4710
17031,Igor Bychkov,M,1987,189.0,83.0,2,2022-06-11 00:00:00,9999-12-31,1,4711
17033,Sergey Anatolyevich Bychkov,M,1975,186.0,90.0,1,2022-06-11 00:00:00,9999-12-31,1,4712
17033,Sergey Anatolyevich Bychkov,M,1976,186.0,90.0,1,2022-06-11 00:00:00,9999-12-31,1,4713
17036,Maciej Bydliski,M,1989,180.0,85.0,3,2022-06-11 00:00:00,9999-12-31,1,4714
17038,Karyn L. Bye (-Dietz),F,1972,173.0,75.0,1,2022-06-11 00:00:00,9999-12-31,1,4715
17042,Byeon Cheon-Sa,F,1988,167.0,58.0,2,2022-06-11 00:00:00,9999-12-31,1,4716
17045,Byeon Hye-Yeong,F,1983,166.0,61.0,5,2022-06-11 00:00:00,9999-12-31,1,4717
17047,Byeon Nyeon-Ha,F,1980,180.0,68.0,5,2022-06-11 00:00:00,9999-12-31,1,4718
17049,Byeon Yeong-Jun,M,1984,175.0,59.0,5,2022-06-11 00:00:00,9999-12-31,1,4719
17050,Dremiel Deshon Byers,M,1975,188.0,120.0,5,2022-06-11 00:00:00,9999-12-31,1,4720
17051,Euan Byers,M,1975,175.0,79.0,2,2022-06-11 00:00:00,9999-12-31,1,4721
17056,Jens Pontus Byggmark,M,1986,180.0,85.0,4,2022-06-11 00:00:00,9999-12-31,1,4722
17060,Vladislav Bykanov,M,1990,186.0,84.0,2,2022-06-11 00:00:00,9999-12-31,1,4723
17063,Sergey Vladimirovich Bykov,M,1983,182.0,87.0,3,2022-06-11 00:00:00,9999-12-31,1,4724
