athlete_id,full_name,sex,birth_year,height,weight,score,date_valid_from,date_valid_to,status,sid
7995,Kleanthis Barngas,M,1978,178.0,79.0,1,2022-06-11 00:00:00,9999-12-31,1,2322
7997,Romain Barnier,M,1976,186.0,84.0,2,2022-06-11 00:00:00,9999-12-31,1,2323
7998,Andrea Barno San Martn,F,1980,175.0,64.0,2,2022-06-11 00:00:00,9999-12-31,1,2324
8004,Alizee Baron,F,1993,175.0,64.0,4,2022-06-11 00:00:00,9999-12-31,1,2325
8006,Emille Raymond Baron,M,1979,189.0,84.0,2,2022-06-11 00:00:00,9999-12-31,1,2326
8016,Ottavio Barone,M,1975,175.0,75.0,5,2022-06-11 00:00:00,9999-12-31,1,2327
8017,Angela Baroni,F,1979,156.0,50.0,4,2022-06-11 00:00:00,9999-12-31,1,2328
8019,Roberto Baronio,M,1978,180.0,72.0,3,2022-06-11 00:00:00,9999-12-31,1,2329
8020,Alexander Baronjan,M,1976,170.0,67.0,2,2022-06-11 00:00:00,9999-12-31,1,2330
8022,Milan Baro,M,1982,181.0,77.0,5,2022-06-11 00:00:00,9999-12-31,1,2331
8025,Thomas Gabriel Jrmie Baroukh,M,1988,183.0,70.0,5,2022-06-11 00:00:00,9999-12-31,1,2332
8027,Khasan Makharbekovich Baroyev,M,1983,188.0,120.0,3,2022-06-11 00:00:00,9999-12-31,1,2333
8032,Davey Barr,M,1978,178.0,84.0,2,2022-06-11 00:00:00,9999-12-31,1,2334
8033,Jessie Barr,F,1989,175.0,58.0,5,2022-06-11 00:00:00,9999-12-31,1,2335
8040,Abdelaziz Barrada,M,1989,180.0,74.0,3,2022-06-11 00:00:00,9999-12-31,1,2336
8049,Romain Barras,M,1980,194.0,86.0,1,2022-06-11 00:00:00,9999-12-31,1,2337
8050,"Thomas Patrick ""Tom"" Barrasso",M,1966,190.0,95.0,5,2022-06-11 00:00:00,9999-12-31,1,2338
8051,Bronte Amelia Arnold Barratt,F,1989,171.0,59.0,4,2022-06-11 00:00:00,9999-12-31,1,2339
8056,Mylanie Barr,F,1979,178.0,58.0,5,2022-06-11 00:00:00,9999-12-31,1,2340
8064,Onn Barreiros Rodrguez,M,1982,177.0,66.0,4,2022-06-11 00:00:00,9999-12-31,1,2341
8068,Alejandro Barrenechea Jayo,M,1976,164.0,67.0,1,2022-06-11 00:00:00,9999-12-31,1,2342
8069,Claudia Barrenechea Troncoso,F,1978,157.0,50.0,2,2022-06-11 00:00:00,9999-12-31,1,2343
8071,Rafael Barreno Martnez,M,1978,183.0,120.0,5,2022-06-11 00:00:00,9999-12-31,1,2344
8076,Karla Barrera,F,1984,164.0,54.0,1,2022-06-11 00:00:00,9999-12-31,1,2345
8077,Sixto Csar Barrera Ochoa,M,1984,176.0,74.0,5,2022-06-11 00:00:00,9999-12-31,1,2346
8081,Diego Daniel Barreto Cceres,M,1981,182.0,78.0,3,2022-06-11 00:00:00,9999-12-31,1,2347
8082,dgar Osvaldo Barreto Cceres,M,1984,178.0,78.0,5,2022-06-11 00:00:00,9999-12-31,1,2348
8085,Nuno Miguel Santos Barreto,M,1972,185.0,75.0,2,2022-06-11 00:00:00,9999-12-31,1,2349
8086,Ysis Lenis Barreto Rodrguez,F,1980,159.0,63.0,4,2022-06-11 00:00:00,9999-12-31,1,2350
8088,Brigetta LaShea Barrett,F,1991,183.0,64.0,5,2022-06-11 00:00:00,9999-12-31,1,2351
8092,Craig Michael Barrett,M,1972,183.0,70.0,4,2022-06-11 00:00:00,9999-12-31,1,2352
8099,Jeremy Barrett,M,1985,175.0,75.0,1,2022-06-11 00:00:00,9999-12-31,1,2353
8102,"Kimberly ""Kim"" Barrett",F,1982,,79.0,2,2022-06-11 00:00:00,9999-12-31,1,2354
8109,Rowan Art Barrett,M,1973,195.0,95.0,1,2022-06-11 00:00:00,9999-12-31,1,2355
8125,Mark Anthony Barriga,M,1993,157.0,48.0,2,2022-06-11 00:00:00,9999-12-31,1,2356
8128,"Jennifer Mae ""Jenny"" Barringer-Simpson",F,1987,166.0,53.0,5,2022-06-11 00:00:00,9999-12-31,1,2357
8131,Sonia Barrio Gutirrez,F,1970,164.0,56.0,4,2022-06-11 00:00:00,9999-12-31,1,2358
8133,Mara Noel Barrionuevo,F,1984,171.0,58.0,4,2022-06-11 00:00:00,9999-12-31,1,2359
8136,Juan Luis Barrios Nieves,M,1983,173.0,65.0,3,2022-06-11 00:00:00,9999-12-31,1,2360
8137,Pablo Jos Barrios Linares,M,1964,178.0,72.0,1,2022-06-11 00:00:00,9999-12-31,1,2361
8138,Tala Barrios,F,1981,168.0,53.0,4,2022-06-11 00:00:00,9999-12-31,1,2362
8140,Yarelis Barrios Castaeda,F,1983,172.0,89.0,5,2022-06-11 00:00:00,9999-12-31,1,2363
8143,Gonzalo Barroilhet Costabal,M,1987,194.0,94.0,1,2022-06-11 00:00:00,9999-12-31,1,2364
8149,"Peter-James ""PJ"" Barron",M,1990,174.0,70.0,2,2022-06-11 00:00:00,9999-12-31,1,2365
8151,Trevor Barron,M,1993,191.0,73.0,5,2022-06-11 00:00:00,9999-12-31,1,2366
8152,Erick Bernab Barrondo Garca,M,1991,178.0,60.0,4,2022-06-11 00:00:00,9999-12-31,1,2367
8153,Ana Patrcia  da Costa Barros,F,1993,173.0,75.0,1,2022-06-11 00:00:00,9999-12-31,1,2368
8157,"Laudelino Jos ""Lino"" de Barros",M,1975,182.0,81.0,2,2022-06-11 00:00:00,9999-12-31,1,2369
8158,Elsa Marisa Branco Barros Rodrigues,F,1980,160.0,50.0,1,2022-06-11 00:00:00,9999-12-31,1,2370
8159,Milton Lourenco Rosa Barros,M,1984,183.0,75.0,5,2022-06-11 00:00:00,9999-12-31,1,2371
8160,Zoila Barros Fernndez,F,1976,188.0,72.0,2,2022-06-11 00:00:00,9999-12-31,1,2372
8166,Aissam Al-Barroudi,M,1978,,,4,2022-06-11 00:00:00,9999-12-31,1,2373
8170,Sarah Ellen Barrow,F,1989,162.0,52.0,4,2022-06-11 00:00:00,9999-12-31,1,2374
8173,Thomas Barrows III,M,1988,186.0,82.0,2,2022-06-11 00:00:00,9999-12-31,1,2375
8176,David Barrufet Bofill,M,1970,197.0,100.0,3,2022-06-11 00:00:00,9999-12-31,1,2376
8178,Aissatou Barry,F,1979,,,3,2022-06-11 00:00:00,9999-12-31,1,2377
8181,Damion Ian Kenton Barry,M,1982,180.0,82.0,1,2022-06-11 00:00:00,9999-12-31,1,2378
8182,Djene Barry,F,1982,179.0,70.0,5,2022-06-11 00:00:00,9999-12-31,1,2379
8187,Mamadou Barry,M,1992,178.0,66.0,2,2022-06-11 00:00:00,9999-12-31,1,2380
8188,Mariama Dalanda Barry,F,1991,,67.0,1,2022-06-11 00:00:00,9999-12-31,1,2381
8191,Michael Gerard Barry,M,1976,189.0,72.0,3,2022-06-11 00:00:00,9999-12-31,1,2382
8193,Peter Barry,M,1956,180.0,78.0,4,2022-06-11 00:00:00,9999-12-31,1,2383
8198,Trevor George Barry,M,1983,190.0,77.0,5,2022-06-11 00:00:00,9999-12-31,1,2384
8200,Florina Maria Brsan-Chintoan,F,1986,178.0,67.0,2,2022-06-11 00:00:00,9999-12-31,1,2385
8202,Anahit Barseghyan,F,1994,163.0,58.0,5,2022-06-11 00:00:00,9999-12-31,1,2386
8204,Mutaz Essa Barshim,M,1991,190.0,65.0,4,2022-06-11 00:00:00,9999-12-31,1,2387
8209,"Selina ""Sally"" Barsosio",F,1978,165.0,46.0,3,2022-06-11 00:00:00,9999-12-31,1,2388
8211,Dmitry Nikolayevich Barsuk,M,1980,193.0,86.0,5,2022-06-11 00:00:00,9999-12-31,1,2389
8213,Yuliya Vladimirovna Barsukova (-Samokhin),F,1979,168.0,45.0,1,2022-06-11 00:00:00,9999-12-31,1,2390
8214,Jacob Jepsen Barse,M,1989,188.0,73.0,4,2022-06-11 00:00:00,9999-12-31,1,2391
8218,Alexander Barta,M,1983,179.0,76.0,2,2022-06-11 00:00:00,9999-12-31,1,2392
8221,Jan Brta,M,1985,184.0,75.0,5,2022-06-11 00:00:00,9999-12-31,1,2393
8222,Nra Barta,F,1984,170.0,60.0,4,2022-06-11 00:00:00,9999-12-31,1,2394
8225,Lenka Bartkov,F,1991,175.0,64.0,2,2022-06-11 00:00:00,9999-12-31,1,2395
8230,Caroline Bartasek,F,1979,175.0,67.0,4,2022-06-11 00:00:00,9999-12-31,1,2396
8232,ubo Barteko,M,1977,183.0,86.0,3,2022-06-11 00:00:00,9999-12-31,1,2397
8234,Danka Bartekov,F,1985,170.0,55.0,5,2022-06-11 00:00:00,9999-12-31,1,2398
8235,"Corinne ""Cori"" Bartel (-Morris)",F,1972,165.0,58.0,4,2022-06-11 00:00:00,9999-12-31,1,2399
8238,Ralf Bartels,M,1978,186.0,128.0,5,2022-06-11 00:00:00,9999-12-31,1,2400
8245,Krisztin Brtfai,M,1974,175.0,78.0,4,2022-06-11 00:00:00,9999-12-31,1,2401
8247,Claudia Barth,F,1975,183.0,73.0,3,2022-06-11 00:00:00,9999-12-31,1,2402
8249,Friederike Barth (-Sievers),F,1975,177.0,70.0,2,2022-06-11 00:00:00,9999-12-31,1,2403
8256,Philip Barth,M,1976,188.0,80.0,4,2022-06-11 00:00:00,9999-12-31,1,2404
8264,Levente Gabriel Bartha,M,1978,185.0,80.0,5,2022-06-11 00:00:00,9999-12-31,1,2405
8268,Mona Barthel,F,1990,185.0,75.0,5,2022-06-11 00:00:00,9999-12-31,1,2406
8269,Zhenqi Barthel (Sun-, -Apolnia),F,1987,164.0,62.0,1,2022-06-11 00:00:00,9999-12-31,1,2407
8270,Yan Barthelem Varela,M,1980,172.0,48.0,3,2022-06-11 00:00:00,9999-12-31,1,2408
8271,Laure Barthelemy,F,1989,167.0,60.0,2,2022-06-11 00:00:00,9999-12-31,1,2409
8274,Anne-Sophie Barthet,F,1989,170.0,71.0,1,2022-06-11 00:00:00,9999-12-31,1,2410
8278,Nathan Bartholomay,M,1990,175.0,81.0,4,2022-06-11 00:00:00,9999-12-31,1,2411
8283,Trish Bartholomew,F,1987,160.0,59.0,4,2022-06-11 00:00:00,9999-12-31,1,2412
8285,Robert Bartko,M,1976,186.0,80.0,4,2022-06-11 00:00:00,9999-12-31,1,2413
8286,Beata Bartkw-Kwiatkowska,F,1982,168.0,74.0,1,2022-06-11 00:00:00,9999-12-31,1,2414
8295,"Donald Brian ""Don"" Bartlett",M,1961,185.0,84.0,4,2022-06-11 00:00:00,9999-12-31,1,2415
8299,Laura Bartlett,F,1988,169.0,63.0,3,2022-06-11 00:00:00,9999-12-31,1,2416
8304,"Christopher Roger ""Chris"" Bartley",M,1984,178.0,72.0,5,2022-06-11 00:00:00,9999-12-31,1,2417
8306,Michiel Bernhard Emiel Marie Bartman,M,1967,193.0,90.0,2,2022-06-11 00:00:00,9999-12-31,1,2418
8307,Zbigniew Bartman,M,1987,198.0,83.0,2,2022-06-11 00:00:00,9999-12-31,1,2419
8308,Bartomiej Bartnicki,M,1981,186.0,99.0,1,2022-06-11 00:00:00,9999-12-31,1,2420
8310,Wojciech Stanisaw Bartnik,M,1968,182.0,91.0,3,2022-06-11 00:00:00,9999-12-31,1,2421
8311,"Joseph ""Joe"" Bartoch",M,1983,190.0,98.0,1,2022-06-11 00:00:00,9999-12-31,1,2422
8313,Michele Bartoli,M,1970,180.0,70.0,2,2022-06-11 00:00:00,9999-12-31,1,2423
8314,Frank Bartolillo,M,1982,165.0,67.0,4,2022-06-11 00:00:00,9999-12-31,1,2424
8315,Erica K. Bartolina (Boren-, -Fraley),F,1980,165.0,58.0,3,2022-06-11 00:00:00,9999-12-31,1,2425
8321,Eddy Enrique Bartolozzi,M,1977,177.0,85.0,4,2022-06-11 00:00:00,9999-12-31,1,2426
8324,Carrie Elizabeth Barton,F,1976,165.0,59.0,2,2022-06-11 00:00:00,9999-12-31,1,2427
8326,Clive Barton,M,1972,189.0,85.0,2,2022-06-11 00:00:00,9999-12-31,1,2428
8329,George Raymond Barton,M,1978,181.0,80.0,1,2022-06-11 00:00:00,9999-12-31,1,2429
8336,Jitka Bartonikov,F,1986,175.0,56.0,1,2022-06-11 00:00:00,9999-12-31,1,2430
8337,Kateina Bartoov,F,1990,174.0,65.0,3,2022-06-11 00:00:00,9999-12-31,1,2431
8343,Alison Bartosik,F,1983,172.0,64.0,5,2022-06-11 00:00:00,9999-12-31,1,2432
8347,Micha Bartoszak,M,1970,180.0,67.0,3,2022-06-11 00:00:00,9999-12-31,1,2433
8350,Daniela Brtov (-Breckov),F,1974,163.0,64.0,5,2022-06-11 00:00:00,9999-12-31,1,2434
8353,Milan Bartovi,M,1982,183.0,88.0,5,2022-06-11 00:00:00,9999-12-31,1,2435
8357,Christopher Bartsch,M,1980,180.0,,5,2022-06-11 00:00:00,9999-12-31,1,2436
8361,Oskars Brtulis,M,1987,190.0,90.0,1,2022-06-11 00:00:00,9999-12-31,1,2437
8372,Andreas Barucha,M,1980,180.0,93.0,5,2022-06-11 00:00:00,9999-12-31,1,2438
8373,Stefan Barucha,M,1978,184.0,90.0,4,2022-06-11 00:00:00,9999-12-31,1,2439
8380,Adam Barwood,M,1993,185.0,82.0,3,2022-06-11 00:00:00,9999-12-31,1,2440
8381,Malin Birgitta Baryard-Johnsson,F,1975,172.0,52.0,2,2022-06-11 00:00:00,9999-12-31,1,2441
8382,Mariya Mikhaylovna Barykina,F,1974,170.0,56.0,3,2022-06-11 00:00:00,9999-12-31,1,2442
8383,Varvara Borisovna Barysheva,F,1978,168.0,62.0,1,2022-06-11 00:00:00,9999-12-31,1,2443
8386,Anastasiya Vladimirovna Baryshnikova,F,1991,173.0,67.0,3,2022-06-11 00:00:00,9999-12-31,1,2444
8388,Norbelis Brzaga Vzquez,M,1975,177.0,75.0,5,2022-06-11 00:00:00,9999-12-31,1,2445
8389,Andrea Barzagli,M,1981,190.0,82.0,4,2022-06-11 00:00:00,9999-12-31,1,2446
8390,Serafim Ivanov Barzakov,M,1975,170.0,66.0,5,2022-06-11 00:00:00,9999-12-31,1,2447
8393,Sajjad Barzi,M,1981,195.0,120.0,3,2022-06-11 00:00:00,9999-12-31,1,2448
8394,Miguel ngel Brzola,M,1982,172.0,54.0,1,2022-06-11 00:00:00,9999-12-31,1,2449
8395,Paulina Barzycka,F,1986,181.0,67.0,2,2022-06-11 00:00:00,9999-12-31,1,2450
8401,Marko Baa,M,1983,190.0,80.0,2,2022-06-11 00:00:00,9999-12-31,1,2451
8406,Anna Yevgenyevna Basalkina,F,1974,175.0,54.0,2,2022-06-11 00:00:00,9999-12-31,1,2452
8409,Hakk Baar,M,1970,185.0,97.0,5,2022-06-11 00:00:00,9999-12-31,1,2453
8412,Gabriella Bascelli,F,1983,185.0,75.0,1,2022-06-11 00:00:00,9999-12-31,1,2454
8414,Michaela Baschin,F,1984,163.0,48.0,3,2022-06-11 00:00:00,9999-12-31,1,2455
8415,Jeremy Bascom,M,1984,170.0,73.0,1,2022-06-11 00:00:00,9999-12-31,1,2456
8417,Dimitri David Bascou,M,1987,181.0,80.0,2,2022-06-11 00:00:00,9999-12-31,1,2457
8425,Ndabili Bashingili,M,1980,172.0,59.0,1,2022-06-11 00:00:00,9999-12-31,1,2458
8426,Atif Bashir,M,1971,167.0,62.0,5,2022-06-11 00:00:00,9999-12-31,1,2459
8427,Daham Najim Bashir,M,1980,171.0,60.0,4,2022-06-11 00:00:00,9999-12-31,1,2460
8436,Aliasker Bashirov,M,1979,180.0,69.0,4,2022-06-11 00:00:00,9999-12-31,1,2461
8437,Alibek Alikovich Bashkayev,M,1990,180.0,81.0,4,2022-06-11 00:00:00,9999-12-31,1,2462
8438,Galina Bashlakova,F,1973,172.0,63.0,5,2022-06-11 00:00:00,9999-12-31,1,2463
8439,Aleksandr Vasilyevich Bashminov,M,1978,209.0,108.0,3,2022-06-11 00:00:00,9999-12-31,1,2464
8440,Jessica Lynn Bashor,F,1981,165.0,66.0,3,2022-06-11 00:00:00,9999-12-31,1,2465
8441,Lindsey Kristin Bashor,F,1983,173.0,75.0,1,2022-06-11 00:00:00,9999-12-31,1,2466
8442,Kayla M. Bashore-Smedley,F,1983,157.0,58.0,2,2022-06-11 00:00:00,9999-12-31,1,2467
8443,Clara Basiana Caellas,F,1991,170.0,39.0,4,2022-06-11 00:00:00,9999-12-31,1,2468
8447,Sonja Bai,F,1988,182.0,77.0,2,2022-06-11 00:00:00,9999-12-31,1,2469
8448,Tomislav Bai,M,1975,177.0,65.0,4,2022-06-11 00:00:00,9999-12-31,1,2470
8450,Adam Edward Basil,M,1975,176.0,76.0,2,2022-06-11 00:00:00,9999-12-31,1,2471
8453,Gianluca Basile,M,1975,192.0,94.0,3,2022-06-11 00:00:00,9999-12-31,1,2472
8454,Leonardo Basile,M,1983,185.0,94.0,3,2022-06-11 00:00:00,9999-12-31,1,2473
8456,Igor Mikhaylovich Basinsky,M,1963,180.0,97.0,3,2022-06-11 00:00:00,9999-12-31,1,2474
8457,Lulu Basinyi,M,1976,170.0,61.0,5,2022-06-11 00:00:00,9999-12-31,1,2475
8459,Kalle Bask,M,1983,191.0,81.0,1,2022-06-11 00:00:00,9999-12-31,1,2476
8465,Gunta Bako,F,1980,181.0,74.0,2,2022-06-11 00:00:00,9999-12-31,1,2477
8468,Marios Basmatzian,M,1978,169.0,65.0,3,2022-06-11 00:00:00,9999-12-31,1,2478
8469,Arjun Kumar Basnet,M,1976,171.0,58.0,4,2022-06-11 00:00:00,9999-12-31,1,2479
8476,Valma Bass,F,1974,168.0,65.0,4,2022-06-11 00:00:00,9999-12-31,1,2480
8477,Christina Victoria Bassadone,F,1982,173.0,58.0,3,2022-06-11 00:00:00,9999-12-31,1,2481
8490,Ray Bassil,F,1989,175.0,65.0,3,2022-06-11 00:00:00,9999-12-31,1,2482
8491,Marc Bassingthwaighte,M,1984,178.0,68.0,2,2022-06-11 00:00:00,9999-12-31,1,2483
8492,Patrizia Bassis,F,1974,171.0,65.0,1,2022-06-11 00:00:00,9999-12-31,1,2484
8497,Corne Basson,M,1968,178.0,81.0,1,2022-06-11 00:00:00,9999-12-31,1,2485
8498,Jean Basson,M,1988,185.0,79.0,4,2022-06-11 00:00:00,9999-12-31,1,2486
8502,Piotr Basta,M,1971,205.0,105.0,3,2022-06-11 00:00:00,9999-12-31,1,2487
8504,Vicky Bastarache,F,1973,167.0,68.0,1,2022-06-11 00:00:00,9999-12-31,1,2488
8506,Claudiu Batea,M,1979,175.0,73.0,4,2022-06-11 00:00:00,9999-12-31,1,2489
8512,Anders Harald Christoffer Bastiansen,M,1981,190.0,93.0,1,2022-06-11 00:00:00,9999-12-31,1,2490
8514,Guillaume Bastille,M,1986,176.0,70.0,1,2022-06-11 00:00:00,9999-12-31,1,2491
8521,Rodrigo Pimentel Bastos,M,1967,181.0,100.0,1,2022-06-11 00:00:00,9999-12-31,1,2492
8522,"Nani Rahayu ""Yayuk"" Basuki-Suharyadi",F,1971,165.0,55.0,3,2022-06-11 00:00:00,9999-12-31,1,2493
8526,Bat-Ochiryn Ser-Od,M,1982,169.0,61.0,2,2022-06-11 00:00:00,9999-12-31,1,2494
8528,Cristian Ioan Bag,M,1988,171.0,62.0,1,2022-06-11 00:00:00,9999-12-31,1,2495
8529,Polona Batagelj,F,1989,173.0,53.0,2,2022-06-11 00:00:00,9999-12-31,1,2496
8531,Mathieu Bataille,M,1978,190.0,125.0,4,2022-06-11 00:00:00,9999-12-31,1,2497
8533,Joseph Batangdon,M,1978,176.0,74.0,4,2022-06-11 00:00:00,9999-12-31,1,2498
8536,Brice Vivien Batchaya Ketchanke,M,1986,172.0,85.0,3,2022-06-11 00:00:00,9999-12-31,1,2499
8540,"Jeffrey ""Jeff"" Batchelor",M,1989,170.0,75.0,3,2022-06-11 00:00:00,9999-12-31,1,2500
8549,Sarah Blake Bateman,F,1990,165.0,55.0,1,2022-06-11 00:00:00,9999-12-31,1,2501
8551,Anders Ingemar Btemyr,M,1974,176.0,71.0,5,2022-06-11 00:00:00,9999-12-31,1,2502
8553,Evan Bates,M,1990,188.0,81.0,2,2022-06-11 00:00:00,9999-12-31,1,2503
8555,"Katherine Linsey ""Kate"" Bates",F,1982,176.0,69.0,3,2022-06-11 00:00:00,9999-12-31,1,2504
8558,"Susannah Wilson ""Suzie"" Bates",F,1988,174.0,75.0,2,2022-06-11 00:00:00,9999-12-31,1,2505
8559,Vladimir Batez,M,1969,192.0,85.0,5,2022-06-11 00:00:00,9999-12-31,1,2506
8560,Batgereliin Mngntuyaa,F,1989,163.0,51.0,4,2022-06-11 00:00:00,9999-12-31,1,2507
8562,Istvn Bathzi,M,1979,196.0,88.0,2,2022-06-11 00:00:00,9999-12-31,1,2508
8565,Cheick Oumar Bathily,M,1983,,,2,2022-06-11 00:00:00,9999-12-31,1,2509
8566,Diguy Bathily,M,1977,,141.0,4,2022-06-11 00:00:00,9999-12-31,1,2510
8570,Slavcho Todorov Batinkov,M,1970,178.0,64.0,3,2022-06-11 00:00:00,9999-12-31,1,2511
8574,Alexi Batista,M,1976,156.0,66.0,4,2022-06-11 00:00:00,9999-12-31,1,2512
8576,Eider Batista Vargas,M,1981,171.0,70.0,1,2022-06-11 00:00:00,9999-12-31,1,2513
8577,Michel Batista de Moya,M,1978,172.0,98.5,2,2022-06-11 00:00:00,9999-12-31,1,2514
8578,Michel Batista Martnez,M,1984,182.0,96.0,5,2022-06-11 00:00:00,9999-12-31,1,2515
8584,Oleksandr Oleksandrovych Batiuk,M,1985,180.0,74.0,5,2022-06-11 00:00:00,9999-12-31,1,2516
8586,Batjargalyn Odkh,M,1977,195.0,90.0,5,2022-06-11 00:00:00,9999-12-31,1,2517
8587,Noemi Batki,F,1988,167.0,62.0,3,2022-06-11 00:00:00,9999-12-31,1,2518
8590,Suzy Batkovic (-Brown),F,1981,195.0,89.0,5,2022-06-11 00:00:00,9999-12-31,1,2519
8591,Attila Btky,M,1973,180.0,84.0,4,2022-06-11 00:00:00,9999-12-31,1,2520
8595,Daniel Batman,M,1981,171.0,71.0,4,2022-06-11 00:00:00,9999-12-31,1,2521
8596,Bijan Batmani,M,1973,164.0,57.0,4,2022-06-11 00:00:00,9999-12-31,1,2522
8599,Csilla Btorfi,F,1969,165.0,69.0,5,2022-06-11 00:00:00,9999-12-31,1,2523
8601,Ivan Btory,M,1976,189.0,82.0,3,2022-06-11 00:00:00,9999-12-31,1,2524
8602,Sandjema Batouli,F,1982,165.0,60.0,4,2022-06-11 00:00:00,9999-12-31,1,2525
8603,Milo Btovsk,M,1979,178.0,65.0,3,2022-06-11 00:00:00,9999-12-31,1,2526
8611,Thato Batshegi,M,1988,176.0,57.0,4,2022-06-11 00:00:00,9999-12-31,1,2527
8621,Ann E. Battelle (-Ayad),F,1968,175.0,73.0,1,2022-06-11 00:00:00,9999-12-31,1,2528
8623,"Guinevere ""Guin"" Batten",F,1968,172.0,74.0,3,2022-06-11 00:00:00,9999-12-31,1,2529
8624,"Jane Kimberley ""Kim"" Batten",F,1969,170.0,57.0,4,2022-06-11 00:00:00,9999-12-31,1,2530
8626,Miriam Batten (-Luke),F,1965,174.0,70.0,1,2022-06-11 00:00:00,9999-12-31,1,2531
8634,Marco Battilana,M,1977,170.0,78.0,2,2022-06-11 00:00:00,9999-12-31,1,2532
8639,Romano Battisti,M,1987,190.0,91.0,3,2022-06-11 00:00:00,9999-12-31,1,2533
8643,Battulgyn Oktyabri,M,1981,163.0,60.0,2,2022-06-11 00:00:00,9999-12-31,1,2534
8645,Emily Batty,F,1988,161.0,48.0,1,2022-06-11 00:00:00,9999-12-31,1,2535
8646,Yelena Nikolayevna Batukhtina-Tyurina,F,1971,184.0,82.0,3,2022-06-11 00:00:00,9999-12-31,1,2536
8648,Nicolas Batum,M,1989,203.0,105.0,5,2022-06-11 00:00:00,9999-12-31,1,2537
8652,Yekaterina Sergeyevna Baturina,F,1993,178.0,74.0,2,2022-06-11 00:00:00,9999-12-31,1,2538
8654,Albert Georgiyevich Batyrov,M,1982,165.0,66.0,3,2022-06-11 00:00:00,9999-12-31,1,2539
8655,Mavlet Alavdinovich Batyrov,M,1984,160.0,60.0,1,2022-06-11 00:00:00,9999-12-31,1,2540
8657,Anna Yevgenyevna Batyushko,F,1982,164.0,69.0,5,2022-06-11 00:00:00,9999-12-31,1,2541
8658,Nestoras Batzelas,M,1980,185.0,120.0,4,2022-06-11 00:00:00,9999-12-31,1,2542
8662,Sabine Christiane Bau,F,1969,180.0,66.0,5,2022-06-11 00:00:00,9999-12-31,1,2543
8668,Adeline Baud (-Mugnier),F,1993,162.0,56.0,5,2022-06-11 00:00:00,9999-12-31,1,2544
8669,Frdric Baud,M,1975,177.0,65.0,1,2022-06-11 00:00:00,9999-12-31,1,2545
8677,Paule Baudouin,F,1985,172.0,58.0,3,2022-06-11 00:00:00,9999-12-31,1,2546
8691,Anton-Martin Bauer,M,1963,195.0,86.0,2,2022-06-11 00:00:00,9999-12-31,1,2547
8692,Armin Bauer,M,1991,174.0,66.0,5,2022-06-11 00:00:00,9999-12-31,1,2548
8694,Christian Bauer,M,1970,171.0,80.0,5,2022-06-11 00:00:00,9999-12-31,1,2549
8695,Dennis Bauer,M,1981,190.0,85.0,2,2022-06-11 00:00:00,9999-12-31,1,2550
8696,Dorothee Bauer,F,1983,156.0,47.0,1,2022-06-11 00:00:00,9999-12-31,1,2551
8704,"Hans Jacob ""Jack"" Bauer",M,1985,190.0,80.0,5,2022-06-11 00:00:00,9999-12-31,1,2552
8705,John William Bauer,M,1969,170.0,67.0,2,2022-06-11 00:00:00,9999-12-31,1,2553
8709,Klemen Bauer,M,1986,183.0,72.0,3,2022-06-11 00:00:00,9999-12-31,1,2554
8712,Luk Bauer,M,1978,181.0,73.0,1,2022-06-11 00:00:00,9999-12-31,1,2555
8718,Simone Bauer,F,1974,175.0,70.0,5,2022-06-11 00:00:00,9999-12-31,1,2556
8722,Thomas Bauer,M,1985,173.0,69.0,5,2022-06-11 00:00:00,9999-12-31,1,2557
8724,Veronika Elisabeth Bauer,F,1980,165.0,62.0,3,2022-06-11 00:00:00,9999-12-31,1,2558
8725,Viola Bauer,F,1977,167.0,61.0,4,2022-06-11 00:00:00,9999-12-31,1,2559
8729,Grgory Benot Baug,M,1985,181.0,100.0,3,2022-06-11 00:00:00,9999-12-31,1,2560
8736,"James Steven ""Jamie"" Baulch (Mills-)",M,1973,173.0,71.0,3,2022-06-11 00:00:00,9999-12-31,1,2561
8748,Alex Baumann,M,1986,181.0,100.0,1,2022-06-11 00:00:00,9999-12-31,1,2562
8757,Hannes Baumann,M,1983,188.0,77.0,2,2022-06-11 00:00:00,9999-12-31,1,2563
8767,Jonas Baumann,M,1991,175.0,71.0,4,2022-06-11 00:00:00,9999-12-31,1,2564
8770,Pawe Zbigniew Baumann,M,1983,182.0,85.0,1,2022-06-11 00:00:00,9999-12-31,1,2565
8771,Romed Baumann,M,1986,184.0,91.0,5,2022-06-11 00:00:00,9999-12-31,1,2566
8773,Maren Baumbach,F,1981,170.0,60.0,5,2022-06-11 00:00:00,9999-12-31,1,2567
8776,Stefan Baumeister,M,1994,173.0,72.0,3,2022-06-11 00:00:00,9999-12-31,1,2568
8785,Iga Baumgart,F,1989,178.0,58.0,3,2022-06-11 00:00:00,9999-12-31,1,2569
8790,Alexej Baumgrtner,M,1989,182.0,83.0,2,2022-06-11 00:00:00,9999-12-31,1,2570
8799,Nick Baumgartner,M,1982,183.0,91.0,3,2022-06-11 00:00:00,9999-12-31,1,2571
8803,Simona Baumrtov,F,1992,176.0,68.0,5,2022-06-11 00:00:00,9999-12-31,1,2572
8810,Marcus Baur,M,1971,182.0,75.0,1,2022-06-11 00:00:00,9999-12-31,1,2573
